"COUNTRY","INDICATOR","PRICE_TYPE","S_ADJUSTMENT","TYPE_OF_TRANSFORMATION","FREQUENCY","TIME_PERIOD","OBS_VALUE","SCALE"
"","Gross value added (GVA), Transportation and storage","Constant prices","Seasonally adjusted (SA)","US dollar","","","",""
"","Gross value added (GVA), Wholesale and retail trade; repair of motor vehicles and motorcycles","Constant prices","Seasonally adjusted (SA)","US dollar","","","",""
"","Acquisitions less disposals of fixed assets: machinery and equipment","Constant prices","Seasonally adjusted (SA)","US dollar","","","",""
"","Gross value added (GVA), Wholesale and retail trade; repair of motor vehicles and motorcycles","Current prices","Seasonally adjusted (SA)","US dollar","","","",""
"","Gross value added (GVA), Accommodation and food service activities","Current prices","Seasonally adjusted (SA)","US dollar","","","",""
"","Changes in inventories, Private sector","Current prices","Seasonally adjusted (SA)","Domestic currency","","","",""
"","Gross value added (GVA), Transportation and storage","Current prices","Seasonally adjusted (SA)","US dollar","","","",""
"","Gross value added (GVA), Public administration, defence, education, human health and social work activities","","","","","","",""
"","Changes in inventories, Private sector","Current prices","Seasonally adjusted (SA)","US dollar","","","",""
"","Net taxes on production","Current prices","Not seasonally adjusted (NSA)","Domestic currency","","","",""
"","Subsidies on products","Constant prices","Seasonally adjusted (SA)","Domestic currency","","","",""
"","Gross domestic product (GDP)","Price deflator","Seasonally adjusted (SA)","Index","","","",""
"","Subsidies on products","Current prices","Seasonally adjusted (SA)","Domestic currency","","","",""
"","Taxes on products","Constant prices","Seasonally adjusted (SA)","Domestic currency","","","",""
"","Acquisitions less disposals of fixed assets non-residential structures","Constant prices","Seasonally adjusted (SA)","US dollar","","","",""
"Ukraine","Gross value added (GVA), Other service activities","Constant prices","Seasonally adjusted (SA)","Domestic currency","Quarterly","","",""
"","Acquisitions less disposals of fixed assets non-residential structures","Current prices","Seasonally adjusted (SA)","US dollar","","","",""
"","Individual consumption expenditure, General government","Constant prices","Seasonally adjusted (SA)","Domestic currency","","","",""
"","Individual consumption expenditure, General government","Current prices","Seasonally adjusted (SA)","Domestic currency","","","",""
"","Gross value added (GVA), Electricity, gas, steam and air conditioning supply","Current prices","Seasonally adjusted (SA)","Domestic currency","","","",""
"Ukraine","Gross fixed capital formation","Constant prices","Not seasonally adjusted (NSA)","US dollar","Quarterly","","",""
"","Gross value added (GVA), Electricity, gas, steam and air conditioning supply","Constant prices","Seasonally adjusted (SA)","Domestic currency","","","",""
"Ukraine","Changes in inventories","Constant prices","Not seasonally adjusted (NSA)","US dollar","Quarterly","","",""
"Ukraine","Acquisitions less disposals of valuables","Constant prices","Not seasonally adjusted (NSA)","US dollar","Quarterly","","",""
"Ukraine","Changes in inventories, Private sector","Current prices","Not seasonally adjusted (NSA)","US dollar","Quarterly","","",""
"Ukraine","Changes in inventories, Private sector","Constant prices","Not seasonally adjusted (NSA)","US dollar","Quarterly","","",""
"Ukraine","Changes in inventories","Current prices","Not seasonally adjusted (NSA)","US dollar","Quarterly","","",""
"Ukraine","Acquisitions less disposals of valuables","Current prices","Not seasonally adjusted (NSA)","US dollar","Quarterly","","",""
"","Statistical discrepancy (expenditure approach)","Current prices","Not seasonally adjusted (NSA)","US dollar","","","",""
"","Changes in inventories, Private sector","Constant prices","Seasonally adjusted (SA)","US dollar","","","",""
"","Statistical discrepancy (expenditure approach)","Constant prices","Not seasonally adjusted (NSA)","US dollar","","","",""
"","Gross value added (GVA)","Current prices","Not seasonally adjusted (NSA)","US dollar","","","",""
"","Exports of goods","","","","","","",""
"","Acquisitions less disposals of fixed assets: machinery and equipment","Constant prices","Seasonally adjusted (SA)","Domestic currency","","","",""
"","Exports of services","","","","","","",""
"","Gross value added (GVA), Other services","Current prices","Not seasonally adjusted (NSA)","Domestic currency","","","",""
"","Gross value added (GVA)","Constant prices","Not seasonally adjusted (NSA)","US dollar","","","",""
"","Gross value added (GVA), Other services","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","","","",""
"","Final consumption expenditure","Current prices","Not seasonally adjusted (NSA)","US dollar","","","",""
"","External balance of goods and services","Current prices","Not seasonally adjusted (NSA)","US dollar","","","",""
"Ukraine","Final consumption expenditure, General government","Constant prices","Not seasonally adjusted (NSA)","US dollar","Quarterly","","",""
"Ukraine","Final consumption expenditure, Households","Constant prices","Not seasonally adjusted (NSA)","US dollar","Quarterly","","",""
"","Final consumption expenditure, Private sector","Current prices","Seasonally adjusted (SA)","Domestic currency","","","",""
"","Acquisitions less disposals of fixed assets: residential structures","Current prices","Seasonally adjusted (SA)","Domestic currency","","","",""
"Ukraine","Final consumption expenditure, Non profit institutions serving households","Constant prices","Not seasonally adjusted (NSA)","US dollar","Quarterly","","",""
"Ukraine","Exports of goods and services","Constant prices","Seasonally adjusted (SA)","US dollar","Quarterly","","",""
"Ukraine","Gross capital formation","Constant prices","Seasonally adjusted (SA)","US dollar","Quarterly","","",""
"Ukraine","Imports of goods and services","Constant prices","Seasonally adjusted (SA)","US dollar","Quarterly","","",""
"","Acquisitions less disposals of fixed assets: residential structures","Constant prices","Seasonally adjusted (SA)","Domestic currency","","","",""
"Ukraine","Final consumption expenditure","Constant prices","Seasonally adjusted (SA)","US dollar","Quarterly","","",""
"","Final consumption expenditure, Private sector","Constant prices","Seasonally adjusted (SA)","Domestic currency","","","",""
"","Imports of services","","","","","","",""
"","Imports of goods","","","","","","",""
"","Gross value added (GVA), Activities of households as employers of domestic personnel","Current prices","Seasonally adjusted (SA)","US dollar","","","",""
"","Gross value added (GVA), Activities of households as employers of domestic personnel","Constant prices","Seasonally adjusted (SA)","US dollar","","","",""
"","Taxes on products","Current prices","Seasonally adjusted (SA)","Domestic currency","","","",""
"","Final consumption expenditure","Constant prices","Not seasonally adjusted (NSA)","US dollar","","","",""
"","Imports of goods and services","Current prices","Not seasonally adjusted (NSA)","US dollar","","","",""
"","External balance of goods and services","Constant prices","Not seasonally adjusted (NSA)","US dollar","","","",""
"","Exports of goods and services","Current prices","Not seasonally adjusted (NSA)","US dollar","","","",""
"","Gross capital formation","Current prices","Not seasonally adjusted (NSA)","US dollar","","","",""
"","Imports of goods and services","Constant prices","Not seasonally adjusted (NSA)","US dollar","","","",""
"","Exports of goods and services","Constant prices","Not seasonally adjusted (NSA)","US dollar","","","",""
"","Gross capital formation","Constant prices","Not seasonally adjusted (NSA)","US dollar","","","",""
"","Gross value added (GVA), Industry and construction","Constant prices","Not seasonally adjusted (NSA)","US dollar","","","",""
"","Net taxes on production","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","","","",""
"","Gross value added (GVA), Industry and water supply","Constant prices","Not seasonally adjusted (NSA)","US dollar","","","",""
"","Gross value added (GVA), Industry and construction","Current prices","Not seasonally adjusted (NSA)","US dollar","","","",""
"","Gross value added (GVA), Industry and water supply","Current prices","Not seasonally adjusted (NSA)","US dollar","","","",""
"","Final consumption expenditure, Households","Current prices","Seasonally adjusted (SA)","US dollar","","","",""
"","Final consumption expenditure, General government","Current prices","Seasonally adjusted (SA)","US dollar","","","",""
"","Gross value added (GVA), Public administration and defence; compulsory social security","","","","","","",""
"","Final consumption expenditure, General government","Constant prices","Seasonally adjusted (SA)","US dollar","","","",""
"","Final consumption expenditure, Non profit institutions serving households","Current prices","Seasonally adjusted (SA)","US dollar","","","",""
"","Subsidies on products","Current prices","Not seasonally adjusted (NSA)","US dollar","","","",""
"","Final consumption expenditure, Non profit institutions serving households","Constant prices","Seasonally adjusted (SA)","US dollar","","","",""
"","Final consumption expenditure, Households","Constant prices","Seasonally adjusted (SA)","US dollar","","","",""
"","Gross value added (GVA), Activities of households as employers of domestic personnel","Current prices","Seasonally adjusted (SA)","Domestic currency","","","",""
"","Taxes on products","Constant prices","Not seasonally adjusted (NSA)","US dollar","","","",""
"Ukraine","Gross value added (GVA), Other service activities","Constant prices","Not seasonally adjusted (NSA)","US dollar","Quarterly","","",""
"","Gross value added (GVA), Activities of households as employers of domestic personnel","Constant prices","Seasonally adjusted (SA)","Domestic currency","","","",""
"Ukraine","Gross value added (GVA), Other service activities","Current prices","Not seasonally adjusted (NSA)","US dollar","Quarterly","","",""
"","Individual consumption expenditure, General government","Constant prices","Not seasonally adjusted (NSA)","US dollar","","","",""
"","Individual consumption expenditure, General government","Current prices","Not seasonally adjusted (NSA)","US dollar","","","",""
"","Gross value added (GVA), Electricity, gas, steam and air conditioning supply","Current prices","Not seasonally adjusted (NSA)","US dollar","","","",""
"Ukraine","Final consumption expenditure, Households","Current prices","Not seasonally adjusted (NSA)","US dollar","Quarterly","","",""
"Ukraine","Final consumption expenditure, Non profit institutions serving households","Current prices","Not seasonally adjusted (NSA)","US dollar","Quarterly","","",""
"Ukraine","Final consumption expenditure, General government","Current prices","Not seasonally adjusted (NSA)","US dollar","Quarterly","","",""
"","Gross value added (GVA), Electricity, gas, steam and air conditioning supply","Constant prices","Not seasonally adjusted (NSA)","US dollar","","","",""
"","Gross domestic product (GDP)","Current prices","Seasonally adjusted (SA)","Domestic currency","","","",""
"","Subsidies on products","Constant prices","Not seasonally adjusted (NSA)","US dollar","","","",""
"","Acquisitions less disposals of fixed assets: machinery and equipment","Current prices","Seasonally adjusted (SA)","Domestic currency","","","",""
